user,churn,age,credit_score,housing,payment_type,is_referred,total_deposits,total_withdrawals,total_purchases,total_partner_purchases,credit_card_applications,waiting_for_loan,cancelled_loan,received_loan,rejected_loan,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,rewards_earned,reward_rate,age_group,credit_score_band,activity_score,activity_segment,rewards_segment,loan_status,platform_segment,risk_score,risk_segment,recommended_action
46023,0,25.0,572.0,na,na,1,0,0,0,2,5,0,0,0,0,1,0,0,1,0,2,1.0,0.03,25-34,500-599,7,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46024,0,26.0,630.0,R,Weekly,1,0,0,0,6,15,0,0,0,0,1,0,0,1,0,0,44.0,1.47,25-34,600-699,21,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46027,0,45.0,566.0,R,Bi-Weekly,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,46.0,1.53,45-54,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46030,0,25.0,,na,Bi-Weekly,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,25-34,Missing,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
46035,1,26.0,,na,Bi-Weekly,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,2,25.0,0.83,25-34,Missing,5,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46036,0,48.0,,R,Bi-Weekly,1,55,1,55,77,4,0,0,0,0,1,1,1,0,1,2,61.0,2.03,45-54,Missing,191,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46040,0,33.0,646.0,R,Bi-Weekly,1,6,1,6,61,9,0,0,0,0,1,1,1,0,1,0,45.0,1.5,25-34,600-699,82,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46041,0,25.5,396.0,na,na,0,0,0,0,52,0,0,0,0,0,1,1,1,0,1,0,28.0,0.93,25-34,Under 500,52,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46045,1,27.0,623.0,R,Bi-Weekly,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,2,16.0,0.53,25-34,600-699,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46048,1,26.0,510.0,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23.0,0.77,25-34,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46052,1,26.0,506.0,R,na,1,1,1,1,12,0,0,0,0,0,1,0,0,0,1,2,2.0,0.0699999999999999,25-34,500-599,14,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46059,0,26.5,450.5,na,Bi-Weekly,0,6,2,6,10,4,0,0,0,0,1,1,1,0,1,0,6.0,0.75,25-34,Under 500,26,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46061,0,33.0,,O,Monthly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,25-34,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
46062,1,50.0,581.0,na,na,0,0,0,0,0,12,0,0,0,0,1,1,1,0,1,0,19.0,0.63,45-54,500-599,12,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46063,0,35.0,,na,Bi-Weekly,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1,3,2.0,0.0699999999999999,35-44,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46065,1,27.0,572.0,na,Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,19.0,0.63,25-34,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46066,1,35.0,527.0,na,Bi-Weekly,0,0,0,0,3,3,0,0,0,0,1,1,1,0,1,0,0.0,0.0,35-44,500-599,6,Low Activity,No Rewards,No Loan Interaction,App + Web,50,Medium Risk,Introduce rewards education or welcome offer
46070,0,29.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,14.0,0.47,25-34,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46072,1,39.0,545.0,R,na,1,11,0,10,0,116,0,0,0,0,1,1,1,1,0,0,35.0,1.17,35-44,500-599,137,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46076,1,37.0,503.0,na,Monthly,1,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,27.0,0.9,35-44,500-599,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
46077,1,26.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,25-34,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
46079,1,43.0,579.0,na,na,0,0,0,0,0,7,0,0,0,0,1,1,1,1,0,0,15.0,0.5,35-44,500-599,7,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46083,0,21.0,572.0,na,Bi-Weekly,1,3,0,3,13,8,0,0,0,0,1,1,1,1,0,0,4.0,0.13,18-24,500-599,27,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46084,0,36.0,464.0,na,na,0,2,0,2,204,14,0,0,0,0,1,1,1,1,0,0,84.0,1.4,35-44,Under 500,222,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46085,0,44.0,,O,na,0,3,1,3,32,11,0,0,0,0,1,0,0,1,0,0,19.0,0.9,35-44,Missing,49,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46088,0,21.0,451.0,na,Weekly,1,0,0,0,118,8,0,0,0,0,1,1,1,1,0,0,51.0,1.7,18-24,Under 500,126,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46090,1,45.0,381.0,na,na,0,0,0,0,14,2,0,0,0,0,1,0,0,1,0,0,10.0,0.33,45-54,Under 500,16,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46093,1,26.0,477.0,na,Bi-Weekly,0,0,0,0,7,2,0,0,0,0,1,0,0,0,1,2,1.0,0.03,25-34,Under 500,9,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46097,0,31.0,,na,Weekly,0,0,0,0,33,3,0,0,0,0,1,0,0,0,1,0,18.0,0.0,25-34,Missing,36,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46100,0,21.0,506.0,R,Bi-Weekly,1,5,0,5,54,6,0,0,0,0,1,0,0,0,1,0,29.0,0.97,18-24,500-599,70,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46105,0,33.0,,R,na,0,10,1,10,63,3,0,0,0,0,1,1,1,0,1,0,32.0,1.0699999999999998,25-34,Missing,86,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46107,0,40.0,,na,na,0,0,0,0,8,1,0,0,0,0,1,1,1,0,1,0,4.0,0.13,35-44,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46110,1,49.0,572.0,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,0.0,45-54,500-599,1,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
46115,0,34.5,635.0,R,Bi-Weekly,0,0,0,0,130,4,0,0,0,0,1,1,1,1,1,2,90.0,1.5,35-44,600-699,134,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46116,0,38.0,535.0,na,Weekly,0,3,1,3,44,9,0,0,0,0,1,0,0,1,0,0,35.0,1.17,35-44,500-599,59,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46117,0,38.0,550.0,R,Monthly,1,19,0,19,62,16,0,0,0,0,1,1,1,1,0,2,28.0,0.93,35-44,500-599,116,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46118,1,54.0,571.0,R,Bi-Weekly,0,0,0,0,0,19,0,0,0,0,1,1,1,1,0,0,46.0,1.53,45-54,500-599,19,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46119,1,24.0,582.0,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0.0,0.0,18-24,500-599,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
46126,0,29.0,642.0,O,Bi-Weekly,0,0,0,0,28,24,0,0,0,0,1,1,1,1,0,0,56.0,1.87,25-34,600-699,52,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46129,0,28.0,595.0,na,na,0,0,0,0,29,3,0,0,0,0,1,0,0,0,1,0,24.0,0.8,25-34,500-599,32,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46132,1,25.0,545.0,R,Bi-Weekly,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,3,23.0,0.77,25-34,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46134,0,27.0,441.0,na,Bi-Weekly,0,0,0,0,39,6,0,0,0,0,1,1,1,1,0,2,28.0,0.0,25-34,Under 500,45,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46135,1,24.0,572.0,na,Semi-Monthly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0699999999999999,18-24,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46138,0,23.0,575.0,R,Semi-Monthly,1,27,0,27,46,9,0,0,0,0,1,1,1,1,0,0,27.0,0.9,18-24,500-599,109,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46140,1,29.0,544.0,R,Bi-Weekly,1,39,0,39,33,14,0,0,0,0,1,1,1,0,1,0,60.0,2.0,25-34,500-599,125,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46143,0,30.0,508.0,R,Weekly,0,16,0,16,37,37,0,0,0,0,1,1,1,0,1,0,63.0,2.1,25-34,500-599,106,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46144,1,26.0,429.0,O,Bi-Weekly,1,7,0,7,33,0,0,0,0,0,1,1,1,1,0,0,15.0,0.5,25-34,Under 500,47,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46146,1,53.0,562.0,na,Weekly,1,0,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1.0,0.03,45-54,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
46149,1,28.0,521.0,R,na,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,53.0,1.77,25-34,500-599,4,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46155,1,22.0,532.0,na,Weekly,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,3.0,0.16,18-24,500-599,12,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46157,1,46.0,448.0,R,na,1,0,0,0,0,26,0,0,0,0,1,1,1,0,1,0,37.0,1.23,45-54,Under 500,26,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46161,1,23.0,556.0,R,Monthly,1,5,3,5,50,8,0,0,0,0,1,0,0,0,1,0,23.0,0.77,18-24,500-599,68,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46169,0,22.0,,na,na,0,1,0,1,26,7,0,0,0,0,1,0,0,0,1,0,13.0,0.5700000000000001,18-24,Missing,35,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46171,1,27.0,524.0,R,Bi-Weekly,0,1,0,1,79,20,0,0,0,0,1,0,0,0,1,0,49.0,1.63,25-34,500-599,101,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46178,1,20.0,582.0,R,Bi-Weekly,0,9,1,9,15,14,0,0,0,0,1,1,1,1,0,0,23.0,0.77,18-24,500-599,47,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46190,0,26.0,469.0,na,Bi-Weekly,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,25-34,Under 500,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46192,0,35.0,,na,Monthly,1,0,0,0,7,2,0,0,0,0,1,1,1,1,0,0,3.0,0.16,35-44,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
46193,1,29.0,512.0,O,Semi-Monthly,1,3,0,3,16,11,0,0,0,0,1,1,1,1,0,3,15.0,0.5,25-34,500-599,33,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46194,0,30.0,611.0,na,Bi-Weekly,0,1,0,1,12,1,0,0,0,0,1,0,0,0,1,0,6.0,0.32,25-34,600-699,15,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46195,0,44.0,418.0,na,na,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,2.0,0.67,35-44,Under 500,5,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46206,0,32.0,,na,na,0,0,0,0,23,5,0,0,0,0,1,0,0,0,1,0,11.0,0.38,25-34,Missing,28,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46208,0,18.0,632.0,R,Bi-Weekly,0,6,2,6,73,22,0,0,0,0,1,1,1,0,1,3,34.0,1.13,18-24,600-699,107,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46209,1,34.0,449.0,na,Monthly,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,45.0,1.5,25-34,Under 500,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46219,1,27.0,556.0,R,na,0,1,1,1,9,0,0,0,0,0,1,0,0,0,1,0,8.0,0.27,25-34,500-599,11,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46225,0,23.0,657.0,R,Semi-Monthly,0,0,0,0,26,2,0,0,0,0,1,0,0,0,1,0,14.0,0.0,18-24,600-699,28,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46227,1,31.0,538.0,na,Bi-Weekly,1,0,0,0,68,27,0,0,0,0,1,1,1,1,1,2,30.0,1.0,25-34,500-599,95,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46228,1,28.0,582.0,O,Bi-Weekly,0,0,0,0,0,2,0,0,1,0,1,1,1,0,1,0,53.0,1.77,25-34,500-599,2,Very Low Activity,High Rewards,Received Loan,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
46229,1,30.0,,na,na,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,1.0,0.0,25-34,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46230,0,60.0,594.0,R,na,0,13,1,13,23,8,0,0,0,0,1,1,1,0,1,0,17.0,0.85,55+,500-599,57,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46233,0,23.0,460.0,R,Monthly,0,1,0,1,4,0,0,0,0,0,1,0,0,0,1,0,19.0,0.63,18-24,Under 500,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46234,0,22.0,575.5,na,Bi-Weekly,0,0,0,0,16,14,0,0,0,0,1,1,1,0,1,0,12.0,0.2,18-24,500-599,30,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46236,0,37.0,519.0,na,Monthly,1,0,0,0,13,2,0,0,0,0,1,1,1,0,1,0,8.0,0.4,35-44,500-599,15,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
46238,0,26.0,526.0,na,Bi-Weekly,1,0,0,0,24,3,0,0,1,0,1,0,0,0,1,0,21.0,0.7,25-34,500-599,27,Moderate Activity,Low Rewards,Received Loan,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46239,0,20.0,,R,Weekly,0,0,0,0,4,2,0,0,0,0,1,0,0,0,1,0,4.0,0.13,18-24,Missing,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46240,1,47.0,,na,Bi-Weekly,0,1,0,1,0,4,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,45-54,Missing,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46241,0,30.0,,na,Weekly,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5.0,0.1699999999999999,25-34,Missing,1,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46243,0,25.0,,R,Weekly,1,11,1,11,100,8,0,0,0,0,1,1,1,1,0,2,50.0,1.67,25-34,Missing,130,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46244,1,64.0,603.0,R,Monthly,1,53,5,51,39,16,0,0,0,0,1,1,1,1,0,0,54.0,1.8,55+,600-699,159,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46247,0,17.0,634.0,R,Weekly,0,12,2,12,44,9,0,1,0,0,1,0,0,0,1,0,23.0,0.92,18-24,600-699,77,High Activity,Low Rewards,Cancelled Loan,App Only,35,Medium Risk,Loan journey follow-up and clearer next steps
46249,1,37.0,399.0,na,na,0,3,0,3,14,0,0,0,0,0,1,0,0,1,0,0,30.0,1.0,35-44,Under 500,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46250,1,26.0,440.0,R,Weekly,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,17.0,0.5700000000000001,25-34,Under 500,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
46252,1,36.0,540.0,na,Monthly,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,6.0,3.0,35-44,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46255,0,43.0,652.0,O,Bi-Weekly,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,45.0,1.5,35-44,600-699,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46256,1,33.0,550.0,na,Semi-Monthly,0,0,0,0,0,23,0,0,0,0,1,1,1,0,1,2,44.0,1.47,25-34,500-599,23,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46258,0,36.0,,R,Monthly,0,0,0,0,119,11,0,0,0,0,1,0,0,0,1,0,58.0,1.93,35-44,Missing,130,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46259,0,23.0,618.0,na,Weekly,0,0,0,0,36,0,0,0,0,0,1,0,0,1,0,0,27.0,0.9,18-24,600-699,36,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46260,1,23.0,488.0,R,Bi-Weekly,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,3,62.0,2.07,18-24,Under 500,9,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46261,1,28.0,573.0,R,Bi-Weekly,1,2,1,2,53,29,0,0,0,0,1,1,1,0,1,0,36.0,1.2,25-34,500-599,86,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46266,0,22.0,579.0,na,Weekly,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0.0,0.0,18-24,500-599,2,Very Low Activity,No Rewards,Rejected Loan,App Only,90,High Risk,Activation campaign: prompt first deposit or purchase
46268,0,27.0,722.0,R,Bi-Weekly,1,39,6,38,85,42,0,0,0,0,1,1,1,1,0,0,52.0,1.73,25-34,700+,204,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46279,0,58.0,517.0,R,Weekly,1,48,0,48,35,77,0,0,0,0,1,1,1,1,0,0,60.0,2.0,55+,500-599,208,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46280,1,24.0,481.0,R,Bi-Weekly,1,4,2,4,0,0,0,0,0,0,1,1,1,0,1,2,15.0,0.5,18-24,Under 500,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
46281,1,31.0,509.0,R,Bi-Weekly,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,29.0,0.97,25-34,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46282,0,26.0,543.0,R,na,0,1,0,1,76,3,0,0,0,0,1,1,1,0,1,2,45.0,1.5,25-34,500-599,81,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46283,0,53.5,448.0,na,Bi-Weekly,0,0,0,0,0,30,0,0,0,0,1,1,1,1,0,0,112.0,1.87,45-54,Under 500,30,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46284,0,25.0,435.0,na,Weekly,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,3.0,0.1,25-34,Under 500,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46290,0,45.0,613.0,O,Semi-Monthly,1,4,2,4,45,16,0,0,0,0,1,1,1,1,0,0,28.0,0.93,45-54,600-699,69,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46291,1,25.0,540.0,R,Bi-Weekly,1,0,0,0,57,10,0,0,0,0,1,1,1,0,1,2,25.0,0.83,25-34,500-599,67,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46292,0,42.0,,R,Weekly,1,1,1,1,39,13,0,0,0,0,1,1,1,0,1,0,16.0,0.53,35-44,Missing,54,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46293,1,22.0,,R,na,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0.0,0.0,18-24,Missing,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
46294,0,20.0,452.5,R,Bi-Weekly,1,2,0,2,74,6,0,0,0,0,1,1,1,0,1,0,22.0,0.37,18-24,Under 500,84,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46297,0,47.0,489.0,na,Bi-Weekly,1,9,1,9,12,2,0,0,0,0,1,1,1,0,1,0,12.0,0.4,45-54,Under 500,32,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46301,0,36.0,599.0,na,Monthly,1,0,0,0,77,10,0,0,0,0,1,1,1,1,0,0,54.0,1.8,35-44,500-599,87,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46302,1,32.0,452.0,O,na,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,21.0,0.7,25-34,Under 500,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46303,1,41.0,,R,Bi-Weekly,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,0,18.0,0.6,35-44,Missing,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46306,0,25.0,567.5,R,Bi-Weekly,0,0,0,0,274,38,0,0,0,0,1,1,1,0,1,0,96.0,1.6,25-34,500-599,312,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46315,0,45.0,488.0,na,Monthly,0,26,0,26,50,12,0,0,0,0,1,1,1,1,0,0,29.0,0.97,45-54,Under 500,114,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46316,0,37.0,523.0,O,Bi-Weekly,0,0,0,0,64,7,0,0,0,0,1,1,1,1,0,0,41.0,1.37,35-44,500-599,71,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46320,1,27.0,440.0,na,Bi-Weekly,1,0,0,0,92,16,0,1,0,0,1,1,1,0,1,0,44.0,1.47,25-34,Under 500,108,High Activity,Low Rewards,Cancelled Loan,App + Web,25,Low Risk,Loan journey follow-up and clearer next steps
46322,1,26.0,547.0,R,na,0,2,1,2,3,2,0,0,0,0,1,1,1,0,1,0,17.0,0.5700000000000001,25-34,500-599,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46324,0,18.0,611.0,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0,0.0,18-24,600-699,0,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
